Domain Model env_id run task steps success_rate reward
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 10000 0.29 -27.743999999999943
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 20000 0.34 -15.348999999999995
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 30000 0.77 -8.03599999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 40000 0.45 -11.643999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 50000 0.92 -0.959999999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 60000 0.96 0.30399999999999944
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 70000 0.98 -0.027999999999995796
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 80000 1.0 1.1909999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 90000 0.96 0.31599999999999956
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 100000 1.0 1.1880000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 110000 1.0 1.1480000000000004
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 120000 1.0 1.0910000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 130000 1.0 1.1540000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 140000 1.0 1.159
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 150000 1.0 1.114
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 160000 1.0 1.1269999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 170000 1.0 1.229
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 180000 1.0 1.177
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 190000 1.0 1.158
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 200000 1.0 1.145
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 210000 1.0 1.1110000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 220000 1.0 1.1340000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 230000 1.0 1.122
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 240000 1.0 1.1740000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 250000 1.0 1.196
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 260000 1.0 1.175
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 270000 1.0 1.1640000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 280000 1.0 1.149
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 290000 1.0 1.097
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 300000 1.0 1.136
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 310000 1.0 1.1600000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 320000 1.0 1.159
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 330000 1.0 1.188
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 340000 1.0 1.15
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 350000 1.0 1.2009999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 360000 1.0 1.206
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 370000 1.0 1.183
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 380000 1.0 1.12
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 390000 1.0 1.1869999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 400000 1.0 1.2010000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 410000 1.0 1.1550000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 420000 1.0 1.2200000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 430000 1.0 1.163
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 440000 1.0 1.1349999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 450000 1.0 1.0860000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 460000 1.0 1.14
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 470000 1.0 1.1260000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 480000 1.0 1.172
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 490000 1.0 1.183
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 500000 1.0 1.1360000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 510000 1.0 1.1420000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 520000 1.0 1.1800000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 530000 1.0 1.1920000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 540000 1.0 1.1510000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 550000 1.0 1.0610000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 560000 1.0 1.114
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 570000 1.0 1.1090000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 580000 1.0 1.2109999999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 590000 1.0 1.112
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 600000 1.0 1.131
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 610000 1.0 1.163
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 620000 1.0 1.1280000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 630000 1.0 1.159
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 640000 1.0 1.1660000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 650000 1.0 1.1150000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 660000 1.0 1.233
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 670000 1.0 1.0970000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 680000 1.0 1.1790000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 690000 1.0 1.1640000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 700000 1.0 1.141
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 710000 1.0 1.1589999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 720000 1.0 1.1320000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 730000 1.0 1.162
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 740000 1.0 1.115
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 750000 1.0 1.127
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 760000 1.0 1.127
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 770000 1.0 1.2130000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 780000 1.0 1.143
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 790000 1.0 1.1440000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 800000 1.0 1.162
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 810000 1.0 1.0950000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 820000 1.0 1.1420000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 830000 1.0 1.193
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 840000 1.0 1.1380000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 850000 1.0 1.234
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 860000 1.0 1.224
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 870000 1.0 1.2060000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run4 task0 880000 1.0 1.1570000000000003
