Domain Model env_id run task steps success_rate reward
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 10000 0.3 -21.529000000000057
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 20000 0.26 -25.22900000000004
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 30000 0.44 -20.575000000000024
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 40000 0.27 -21.159000000000038
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 50000 0.31 -24.687
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 60000 0.42 -19.907000000000014
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 70000 0.3 -21.955000000000005
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 80000 0.29 -21.201000000000008
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 90000 0.32 -24.00699999999999
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 100000 0.27 -22.946999999999992
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 110000 0.26 -25.53499999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 120000 0.31 -22.640999999999995
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 130000 0.26 -20.794
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 140000 0.26 -23.970999999999993
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 150000 0.17 -25.937999999999985
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 160000 0.31 -22.78499999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 170000 0.31 -23.447999999999965
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 180000 0.35 -19.19399999999999
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 190000 0.22 -23.618999999999982
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 200000 0.34 -20.640999999999977
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 210000 0.31 -18.024999999999988
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 220000 0.38 -17.216999999999995
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 230000 0.34 -20.899999999999974
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 240000 0.37 -18.528999999999982
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 250000 0.29 -21.82499999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 260000 0.37 -21.876999999999967
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 270000 0.34 -21.090999999999966
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 280000 0.3 -21.05199999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 290000 0.35 -20.078999999999965
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 300000 0.37 -21.475999999999964
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 310000 0.32 -18.768999999999988
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 320000 0.29 -23.619999999999962
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 330000 0.29 -21.83999999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 340000 0.35 -17.77899999999999
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 350000 0.36 -21.20299999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 360000 0.4 -18.424999999999983
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 370000 0.47 -16.831999999999972
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 380000 0.43 -16.78499999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 390000 0.38 -17.424999999999983
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 400000 0.4 -20.712999999999965
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 410000 0.41 -17.469999999999978
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 420000 0.42 -17.566999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 430000 0.43 -17.936999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 440000 0.43 -19.711999999999968
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 450000 0.44 -15.244999999999989
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 460000 0.47 -15.880999999999979
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 470000 0.51 -15.536999999999978
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 480000 0.41 -18.013999999999974
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 490000 0.6 -11.490999999999985
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 500000 0.49 -16.474999999999973
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 510000 0.49 -15.43599999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 520000 0.47 -16.563999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 530000 0.52 -13.887999999999979
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 540000 0.6 -13.734999999999973
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 550000 0.7 -9.628999999999984
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 560000 0.58 -12.691999999999984
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 570000 0.67 -9.11499999999999
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 580000 0.62 -12.142999999999974
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 590000 0.59 -14.42299999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 600000 0.59 -17.832999999999945
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 610000 0.71 -10.482999999999974
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 620000 0.66 -11.125999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 630000 0.71 -11.647999999999966
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 640000 0.82 -5.372999999999987
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 650000 0.69 -9.901999999999981
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 660000 0.74 -7.847999999999985
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 670000 0.71 -10.076999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 680000 0.73 -8.361999999999984
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 690000 0.75 -8.801999999999977
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 700000 0.72 -9.483999999999979
BoxWorld trl+T BoxWorld_taskable_task2-v1 run4 task0 710000 0.7 -10.15099999999998
