Domain Model env_id run task steps success_rate reward
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 10000 0.08 -25.020000000000014
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 20000 0.06 -24.142999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 30000 0.33 -20.94699999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 40000 0.36 -26.14099999999995
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 50000 0.32 -17.04899999999999
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 60000 0.53 -15.702999999999976
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 70000 0.7 -10.483999999999975
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 80000 0.63 -7.216000000000003
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 90000 0.5 -16.193999999999967
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 100000 0.79 -6.449999999999986
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 110000 0.62 -10.11699999999999
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 120000 0.75 -4.402000000000003
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 130000 0.76 -6.062999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 140000 0.84 -3.7409999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 150000 0.8 -4.444
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 160000 0.83 -5.293999999999987
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 170000 0.9 -2.711999999999991
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 180000 0.86 -3.280999999999994
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 190000 0.9 -1.3890000000000002
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 200000 0.83 -3.586999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 210000 0.82 -4.639999999999993
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 220000 0.83 -3.9489999999999963
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 230000 0.85 -3.4109999999999947
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 240000 0.82 -4.407999999999992
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 250000 0.83 -2.7750000000000012
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 260000 0.76 -5.100999999999998
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 270000 0.78 -5.1999999999999975
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run4 task1 280000 0.82 -4.4829999999999925
