Domain Model env_id run task steps success_rate reward
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 10000 0.36 -20.578000000000042
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 20000 0.41 -21.735000000000028
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 30000 0.31 -23.23600000000004
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 40000 0.37 -21.349000000000025
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 50000 0.29 -22.092000000000045
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 60000 0.44 -20.534000000000002
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 70000 0.3 -24.097000000000016
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 80000 0.39 -19.524000000000004
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 90000 0.29 -23.02000000000001
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 100000 0.23 -24.484
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 110000 0.3 -24.45799999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 120000 0.36 -23.02799999999999
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 130000 0.34 -21.028999999999996
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 140000 0.26 -25.209999999999983
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 150000 0.27 -26.903999999999954
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 160000 0.3 -24.675999999999977
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 170000 0.25 -24.45299999999999
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 180000 0.32 -21.799999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 190000 0.22 -23.528999999999982
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 200000 0.3 -21.016999999999985
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 210000 0.28 -22.86899999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 220000 0.35 -19.48699999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 230000 0.33 -22.82199999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 240000 0.44 -16.72799999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 250000 0.36 -19.697999999999972
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 260000 0.36 -20.752999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 270000 0.2 -27.73999999999996
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 280000 0.34 -18.96199999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 290000 0.3 -24.23199999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 300000 0.33 -25.896999999999952
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 310000 0.3 -26.060999999999954
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 320000 0.33 -18.838999999999984
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 330000 0.3 -22.66499999999998
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 340000 0.31 -21.187999999999974
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 350000 0.45 -16.479999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 360000 0.46 -18.97399999999996
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 370000 0.5 -16.09799999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 380000 0.38 -21.184999999999963
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 390000 0.39 -19.43399999999997
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 400000 0.47 -13.51999999999999
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 410000 0.39 -18.695999999999973
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 420000 0.43 -16.937999999999978
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 430000 0.59 -11.099999999999984
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 440000 0.46 -15.768999999999984
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 450000 0.51 -15.295999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 460000 0.52 -15.028999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 470000 0.5 -15.338999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 480000 0.53 -16.359999999999967
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 490000 0.63 -10.317999999999985
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 500000 0.58 -12.826999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 510000 0.58 -13.764999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 520000 0.54 -12.543999999999983
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 530000 0.52 -16.402999999999967
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 540000 0.48 -18.468999999999962
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 550000 0.66 -11.221999999999978
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 560000 0.58 -11.822999999999984
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 570000 0.62 -11.763999999999983
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 580000 0.6 -12.850999999999974
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 590000 0.61 -13.710999999999972
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 600000 0.64 -11.153999999999979
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 610000 0.66 -11.508999999999974
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 620000 0.71 -9.991999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 630000 0.71 -12.73599999999996
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 640000 0.67 -10.158999999999981
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 650000 0.65 -9.525999999999987
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 660000 0.74 -7.192999999999991
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 670000 0.69 -10.990999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 680000 0.76 -8.951999999999975
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 690000 0.77 -7.654999999999981
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 700000 0.78 -6.6059999999999865
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 710000 0.77 -8.712999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 720000 0.67 -11.699999999999973
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 730000 0.72 -9.478999999999976
BoxWorld trl+T BoxWorld_taskable_task2-v1 run2 task0 740000 0.76 -6.57799999999999
