Domain Model env_id run task steps success_rate reward
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 10000 0.04 -33.55999999999995
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 20000 0.09 -34.77399999999993
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 30000 0.1 -22.09699999999999
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 40000 0.17 -27.78699999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 50000 0.18 -25.88499999999996
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 60000 0.32 -25.514999999999944
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 70000 0.53 -19.185999999999957
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 80000 0.67 -11.772999999999968
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 90000 0.77 -4.810999999999998
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 100000 0.93 -1.0939999999999943
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 110000 0.85 -3.6659999999999933
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 120000 0.91 -0.9339999999999999
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 130000 0.92 -0.3350000000000022
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 140000 0.91 -1.3559999999999985
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 150000 0.9 -1.9039999999999946
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 160000 0.82 -5.795999999999988
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 170000 0.87 -1.7330000000000003
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 180000 0.82 -3.2029999999999985
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 190000 0.83 -3.7899999999999943
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 200000 0.81 -3.7730000000000015
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 210000 0.75 -5.200999999999998
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 220000 0.93 -0.4550000000000005
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 230000 0.88 -1.8319999999999974
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 240000 0.88 -1.4439999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 250000 0.85 -2.5430000000000046
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 260000 0.87 -1.688000000000001
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 270000 0.88 -1.7309999999999979
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 280000 0.92 -1.1429999999999974
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 290000 0.86 -1.8589999999999998
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 300000 0.88 -1.4459999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 310000 0.85 -3.063999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 320000 0.84 -2.3210000000000006
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 330000 0.86 -3.4999999999999916
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 340000 0.82 -3.432
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 350000 0.87 -1.3600000000000028
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 360000 0.81 -3.845999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 370000 0.85 -2.622999999999999
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 380000 0.87 -2.4689999999999954
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 390000 0.88 -1.395
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 400000 0.83 -3.011999999999999
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 410000 0.89 -1.972999999999995
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 420000 0.92 -0.14500000000000124
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 430000 0.83 -2.1370000000000027
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 440000 0.89 -1.2780000000000005
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 450000 0.87 -2.455999999999995
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 460000 0.86 -2.4489999999999994
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 470000 0.87 -1.3300000000000016
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 480000 0.91 -1.2799999999999974
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 490000 0.88 -2.529999999999993
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 500000 0.9 -1.0539999999999994
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 510000 0.86 -2.4559999999999977
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 520000 0.86 -2.234999999999998
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 530000 0.93 0.06899999999999895
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 540000 0.87 -1.332000000000003
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 550000 0.88 -1.8259999999999976
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 560000 0.83 -3.266999999999996
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 570000 0.84 -3.964999999999993
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 580000 0.89 -1.1589999999999991
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 590000 0.88 -2.653999999999993
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 600000 0.87 -1.651
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 610000 0.85 -3.3139999999999943
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 620000 0.81 -3.5910000000000015
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 630000 0.91 -0.42200000000000143
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 640000 0.81 -2.671000000000004
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 650000 0.83 -2.5690000000000004
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 660000 0.87 -1.334000000000002
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 670000 0.94 0.2679999999999991
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 680000 0.85 -2.913999999999996
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 690000 0.89 -1.2339999999999995
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 700000 0.87 -2.466999999999995
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 710000 0.86 -2.6199999999999957
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 720000 0.89 -0.8220000000000018
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 730000 0.9 -0.5880000000000014
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 740000 0.86 -2.3309999999999977
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 750000 0.82 -3.107999999999998
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 760000 0.88 -1.4639999999999997
BoxWorld RePReL BoxWorld_RePReL_task5-v1 run2 task1 770000 0.88 -1.4589999999999999
