Domain Model env_id run task steps success_rate reward
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 10000 0.11 -23.660000000000053
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 20000 0.11 -24.032000000000053
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 30000 0.1 -25.795000000000044
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 40000 0.11 -28.107000000000035
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 50000 0.1 -29.158000000000026
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 60000 0.09 -28.44500000000003
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 70000 0.08 -28.393000000000026
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 80000 0.14 -28.989000000000015
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 90000 0.07 -31.228000000000012
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 100000 0.15 -25.163000000000043
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 110000 0.19 -25.62800000000002
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 120000 0.11 -28.025000000000013
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 130000 0.13 -27.69400000000002
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 140000 0.1 -28.606000000000012
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 150000 0.14 -29.792
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 160000 0.1 -26.205000000000023
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 170000 0.08 -28.086000000000016
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 180000 0.16 -24.69900000000002
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 190000 0.07 -29.07100000000001
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 200000 0.06 -26.87300000000002
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 210000 0.02 -28.886000000000013
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 220000 0.11 -28.703000000000003
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 230000 0.13 -27.077
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 240000 0.11 -24.974000000000025
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 250000 0.07 -29.103000000000012
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 260000 0.09 -28.824999999999992
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 270000 0.14 -27.63600000000001
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 280000 0.12 -28.033999999999992
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 290000 0.06 -31.597999999999974
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 300000 0.07 -28.793999999999997
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 310000 0.08 -27.90500000000001
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 320000 0.1 -26.195999999999998
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 330000 0.09 -28.56599999999999
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 340000 0.08 -26.081000000000003
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 350000 0.14 -27.554999999999982
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 360000 0.07 -29.18299999999999
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 370000 0.1 -28.43299999999999
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 380000 0.08 -27.125999999999994
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 390000 0.13 -25.096999999999998
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 400000 0.13 -28.692999999999973
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 410000 0.14 -27.484999999999978
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 420000 0.14 -27.742999999999984
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 430000 0.08 -28.53099999999999
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 440000 0.11 -27.700999999999976
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 450000 0.1 -26.383000000000003
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 460000 0.07 -28.04399999999998
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 470000 0.03 -28.720999999999982
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 480000 0.06 -29.887999999999973
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 490000 0.12 -26.78799999999998
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 500000 0.18 -24.08999999999998
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 510000 0.14 -28.795999999999957
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 520000 0.04 -30.986999999999966
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 530000 0.07 -30.89599999999996
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 540000 0.03 -29.178999999999974
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 550000 0.08 -30.51499999999997
BoxWorld trl BoxWorld_taskable_task5-v1 run3 task1 560000 0.09 -27.439999999999976
