Domain Model env_id run task steps success_rate reward
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 10000 0.34 -17.15199999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 20000 0.17 -16.607000000000014
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 30000 0.42 -11.210000000000006
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 40000 0.67 -11.322999999999972
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 50000 0.9 -2.8229999999999906
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 60000 0.96 -0.8459999999999939
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 70000 1.0 1.2000000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 80000 0.99 1.028
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 90000 0.99 1.0019999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 100000 0.98 0.7519999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 110000 0.98 0.7449999999999997
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 120000 1.0 1.161
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 130000 1.0 1.195
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 140000 0.97 0.5889999999999997
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 150000 1.0 1.2159999999999997
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 160000 0.98 0.7689999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 170000 1.0 1.131
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 180000 1.0 1.212
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 190000 0.98 0.8139999999999997
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 200000 1.0 1.173
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 210000 1.0 1.1860000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 220000 0.99 0.981
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 230000 1.0 1.1740000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 240000 0.99 0.971
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 250000 1.0 1.2080000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 260000 0.99 0.9579999999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 270000 1.0 1.1910000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 280000 0.99 1.0079999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 290000 0.99 0.9599999999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 300000 1.0 1.183
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run3 task0 310000 1.0 1.175
