Domain Model env_id run task steps success_rate reward
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 10000 0.56 -16.30899999999997
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 20000 0.32 -15.256000000000004
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 30000 0.28 -27.269999999999936
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 40000 0.97 -0.34099999999999625
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 50000 1.0 0.9990000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 60000 0.99 0.9159999999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 70000 0.99 0.48800000000000204
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 80000 1.0 1.098
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 90000 1.0 1.1249999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 100000 1.0 1.0939999999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 110000 0.99 0.8779999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 120000 0.99 0.8129999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 130000 1.0 1.0530000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 140000 0.98 0.7279999999999996
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 150000 1.0 1.0010000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 160000 1.0 1.074
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 170000 1.0 1.117
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 180000 1.0 1.0840000000000003
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 190000 1.0 1.1680000000000001
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 200000 1.0 1.124
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 210000 1.0 1.109
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 220000 1.0 1.09
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 230000 1.0 1.05
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 240000 0.99 0.985
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 250000 0.99 0.895
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 260000 1.0 1.101
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 270000 1.0 1.0220000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 280000 1.0 1.136
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 290000 1.0 1.083
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 300000 1.0 1.1039999999999999
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 310000 1.0 1.065
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 320000 1.0 1.1050000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 330000 1.0 1.138
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 340000 1.0 1.0850000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 350000 1.0 1.1940000000000004
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 360000 1.0 1.058
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 370000 1.0 1.1250000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 380000 1.0 1.108
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 390000 1.0 1.109
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 400000 1.0 1.07
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 410000 1.0 1.161
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 420000 0.99 0.925
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 430000 1.0 1.082
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 440000 0.99 0.88
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 450000 1.0 1.057
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 460000 1.0 1.0830000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 470000 1.0 1.181
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 480000 1.0 1.078
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 490000 0.98 0.7399999999999995
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 500000 1.0 1.073
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 510000 1.0 1.0770000000000002
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 520000 0.99 0.9519999999999998
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 530000 0.99 0.9219999999999997
BoxWorld RePReL+T BoxWorld_RePReL_task2-v1 run5 task0 540000 1.0 1.1350000000000002
